,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type
4394,30,2330000.0,5.0,5.0,3.0,Condominium,2906.0,1,built-up 
4395,30,2300000.0,5.0,4.0,3.0,Condominium,3400.0,0,built-up 
4396,30,1390000.0,4.0,3.0,3.0,Condominium,2163.0,0,built-up 
4397,30,1220000.0,3.0,3.0,2.0,Condominium (Intermediate),1703.0,0,built-up 
4398,30,1220000.0,3.0,3.0,2.0,Condominium (Intermediate),1643.0,0,built-up 
4399,30,1350000.0,4.0,3.0,0.0,Condominium,2163.0,0,built-up 
4400,30,1380000.0,3.0,3.0,0.0,Condominium (Corner),2095.0,0,built-up 
4401,30,1550000.0,5.0,4.0,2.0,Condominium (Corner),2487.0,1,built-up 
4402,30,2828280.0,5.0,5.0,0.0,Condominium,3626.0,0,built-up 
4403,30,1600000.0,4.0,3.0,2.0,Condominium (Corner),2487.0,1,built-up 
4404,0,2300000.0,5.0,3.0,0.0,Semi-detached House,4800.0,3,land area 
4405,0,3500000.0,7.0,7.0,0.0,Bungalow (Corner),8200.0,3,land area 
4406,45,2850000.0,5.0,5.0,0.0,Bungalow,5000.0,3,land area 
4408,11,530000.0,3.0,2.0,0.0,Serviced Residence,1097.0,1,built-up 
4409,28,2580000.0,5.0,4.0,0.0,Condominium,3316.0,1,built-up 
4410,11,475000.0,2.0,2.0,0.0,Serviced Residence,916.0,0,built-up 
4411,11,648000.0,3.0,2.0,0.0,Serviced Residence,1304.0,1,built-up 
4412,12,2200000.0,5.0,4.0,0.0,Condominium,3203.0,0,built-up 
4413,28,1967750.0,4.0,3.0,0.0,Condominium,2315.0,0,built-up 
4414,28,1852000.0,4.0,3.0,0.0,Condominium,2315.0,0,built-up 
4415,1,6090920.0,7.0,7.0,0.0,Condominium,6575.0,1,built-up 
4416,1,3748080.0,4.0,5.0,0.0,Condominium,4074.0,1,built-up 
4417,1,3963960.0,4.0,5.0,0.0,Condominium,4356.0,0,built-up 
4418,28,3990000.0,5.0,5.0,0.0,Condominium,3979.0,1,built-up 
4419,12,2650000.0,4.0,4.0,0.0,Serviced Residence,2249.0,1,built-up 
4420,1,6331500.0,6.0,6.0,0.0,Condominium,4237.0,0,built-up 
4421,28,2810000.0,5.0,6.0,0.0,Condominium,3502.0,1,built-up 
4422,28,4350000.0,4.0,5.0,0.0,Condominium,2250.0,1,built-up 
4423,1,2180000.0,4.0,4.0,0.0,Condominium,2241.0,0,built-up 
4424,1,2357000.0,4.0,4.0,0.0,Condominium,2357.0,1,built-up 
4425,28,3513000.0,4.0,5.0,0.0,Serviced Residence,3513.0,1,built-up 
4426,28,1780000.0,2.0,3.0,0.0,Serviced Residence,1492.0,0,built-up 
4427,28,4041100.0,4.0,5.0,0.0,Serviced Residence,3514.0,1,built-up 
4428,28,1979250.0,3.0,3.0,0.0,Serviced Residence,1885.0,3,built-up 
4429,28,2655400.0,4.0,5.0,0.0,Serviced Residence,2414.0,1,built-up 
4430,28,2990000.0,4.0,5.0,0.0,Serviced Residence,2789.0,0,built-up 
4431,28,2473000.0,5.0,4.0,0.0,Serviced Residence,2473.0,3,built-up 
4432,38,480000.0,3.0,2.0,2.0,Condominium,908.0,3,built-up 
4433,1,9496000.0,6.0,7.0,0.0,Condominium,7287.0,1,built-up 
4434,1,4996950.0,6.0,6.0,0.0,Condominium,3950.0,1,built-up 
4435,16,5500000.0,6.0,6.0,3.0,Semi-detached House (Intermediate),4721.0,1,built-up 
4436,16,5300000.0,5.0,5.0,3.0,Semi-detached House (Intermediate),4500.0,1,built-up 
4438,16,8200000.0,7.0,6.0,4.0,Bungalow (Intermediate),6878.0,1,land area 
4443,38,488000.0,3.0,2.0,2.0,Condominium,1000.0,1,built-up 
4444,38,500000.0,3.0,2.0,2.0,Condominium,1000.0,3,built-up 
4445,48,750000.0,3.0,2.0,2.0,Condominium (Corner),1206.0,1,built-up 
4446,16,6200000.0,7.0,5.0,4.0,Bungalow (Intermediate),7329.0,1,land area 
4447,30,2380000.0,4.0,4.0,3.0,Condominium (Corner),2535.0,1,built-up 
4448,30,1050000.0,2.0,2.0,1.0,Serviced Residence (Corner),926.0,0,built-up 
4449,30,1990000.0,4.0,4.0,3.0,Condominium (Corner),2535.0,1,built-up 
4450,12,1750000.0,3.0,2.0,1.0,Serviced Residence (Corner),1453.0,0,built-up 
4451,8,2800000.0,2.0,2.0,1.0,Serviced Residence (Corner),1234.0,0,built-up 
4452,46,1300000.0,4.0,3.0,2.0,Condominium (Corner),1894.0,2,built-up 
4453,18,650000.0,3.0,3.0,0.0,Condominium (Corner),1509.0,1,built-up 
4454,23,465000.0,3.0,2.0,1.0,Condominium,930.0,3,built-up 
4455,11,580000.0,3.0,2.0,1.0,Serviced Residence,920.0,1,built-up 
4456,46,900000.0,3.0,2.0,1.0,Condominium,1400.0,1,built-up 
4457,46,1300000.0,5.0,2.0,1.0,Condominium,1625.0,1,built-up 
4458,20,450000.0,3.0,2.0,0.0,Serviced Residence (Intermediate),950.0,1,built-up 
4459,46,800000.0,3.0,2.0,1.0,Condominium,1345.0,1,built-up 
4460,11,295000.0,1.0,1.0,1.0,Condominium (Corner),710.0,1,built-up 
4461,46,1550000.0,5.0,4.0,2.0,Condominium (Intermediate),2740.0,1,built-up 
4462,46,4800000.0,4.0,3.0,0.0,Bungalow,8350.0,2,land area 
4463,46,900000.0,3.0,2.0,1.0,Condominium (Corner),1475.0,1,built-up 
4464,20,460000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),950.0,1,built-up 
4465,46,1500000.0,5.0,3.0,2.0,Condominium,2000.0,1,built-up 
4466,46,1650000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1725.0,1,land area 
4467,46,1650000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1800.0,1,land area 
4468,46,1200000.0,3.0,2.0,1.0,Condominium (Corner),1560.0,0,built-up 
4469,20,370000.0,3.0,2.0,2.0,Serviced Residence,950.0,1,built-up 
4470,9,480000.0,3.0,2.0,1.0,Apartment,1116.0,3,built-up 
4471,29,530000.0,3.0,2.0,2.0,Condominium (Corner),986.0,1,built-up 
4472,10,2500000.0,5.0,5.0,5.0,Condominium,2780.0,1,built-up 
4473,18,1038000.0,4.0,5.0,2.0,Condominium (Intermediate),1853.0,1,built-up 
4474,10,2300000.0,5.0,5.0,4.0,Condominium (Penthouse),4580.0,0,built-up 
4475,5,7800000.0,2.0,2.0,1.0,Serviced Residence,815.0,3,built-up 
4476,14,4600000.0,7.0,6.0,3.0,Bungalow (Intermediate),6360.0,1,land area 
4477,30,2500000.0,6.0,6.0,3.0,Condominium (Corner),4000.0,2,built-up 
4478,30,1650000.0,5.0,5.0,2.0,Condominium (Corner),2572.0,0,land area 
4479,14,4800000.0,5.0,4.0,0.0,Bungalow (Intermediate),6000.0,1,land area 
4480,14,15000000.0,6.0,6.0,4.0,Bungalow (Intermediate),7500.0,2,land area 
4481,12,2200000.0,3.0,4.0,0.0,Condominium (Intermediate),2278.0,1,built-up 
4482,30,1300000.0,4.0,4.0,3.0,Condominium (Corner),3000.0,1,built-up 
4483,14,22000000.0,9.0,7.0,6.0,Bungalow (Corner),30000.0,1,land area 
4484,30,2008000.0,5.0,6.0,0.0,Condominium (Corner),2496.0,0,built-up 
4485,14,10500000.0,6.0,6.0,5.0,Bungalow,8365.0,2,land area 
4486,4,18000000.0,7.0,8.0,5.0,Bungalow (Intermediate),15000.0,1,land area 
4487,4,9300000.0,7.0,7.0,5.0,Bungalow,14327.0,3,land area 
4488,4,2650000.0,6.0,4.0,3.0,2-sty Terrace/Link House (Intermediate),2029.0,1,land area 
4489,10,15000000.0,8.0,8.0,6.0,Bungalow,12000.0,2,land area 
4490,14,8000000.0,6.0,6.0,0.0,Bungalow (Corner),6670.0,1,land area 
4491,30,4600000.0,6.0,6.0,0.0,3.5-sty Terrace/Link House (Intermediate),1389.0,1,land area 
4492,12,2150000.0,4.0,4.0,0.0,Condominium (Intermediate),2247.0,1,built-up 
4493,12,2950000.0,4.0,6.0,0.0,Condominium (Corner),3200.0,1,built-up 
4494,35,830000.0,3.0,2.0,2.0,Condominium (Intermediate),1314.0,1,built-up 
4495,35,1160000.0,4.0,4.0,2.0,Condominium (Intermediate),1788.0,1,built-up 
4496,35,1200000.0,4.0,4.0,2.0,Condominium (Corner),1856.0,1,built-up 
4497,18,608000.0,3.0,3.0,1.0,Condominium (Corner),1616.0,1,built-up 
4498,23,838000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1700.0,3,land area 
4499,23,880000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1870.0,1,land area 
4501,11,450000.0,4.0,2.0,2.0,Condominium,1000.0,1,built-up 
4502,11,450000.0,4.0,2.0,2.0,Condominium,1000.0,1,built-up 
4503,34,450000.0,3.0,2.0,2.0,Serviced Residence,1000.0,3,built-up 
4504,34,380000.0,2.0,2.0,1.0,Serviced Residence,800.0,3,built-up 
4505,21,448000.0,3.0,2.0,2.0,Serviced Residence,957.0,3,built-up 
4506,21,450000.0,3.0,3.0,2.0,Serviced Residence,957.0,3,built-up 
4507,21,450000.0,3.0,3.0,2.0,Serviced Residence,957.0,3,built-up 
4508,30,1150000.0,2.0,3.0,2.0,Serviced Residence (Corner),1583.0,1,built-up 
4509,30,980000.0,2.0,3.0,2.0,Serviced Residence (Corner),1583.0,0,built-up 
4510,30,2050000.0,4.0,5.0,3.0,Serviced Residence (Corner),3370.0,1,built-up 
4511,30,680000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),743.0,0,built-up 
4512,46,950000.0,2.0,2.0,0.0,Condominium (Intermediate),1496.0,0,built-up 
4513,30,860000.0,3.0,3.0,2.0,Condominium,1594.0,1,built-up 
4514,7,500000.0,3.0,2.0,1.0,Condominium,952.0,3,built-up 
4515,7,500000.0,3.0,2.0,1.0,Condominium,952.0,1,built-up 
4516,38,508000.0,3.0,2.0,2.0,Condominium,1373.0,3,land area 
4517,28,1950000.0,3.0,2.0,1.0,Condominium,915.0,3,built-up 
4518,19,2000000.0,6.0,5.0,0.0,2-sty Terrace/Link House,3432.0,3,land area 
4519,38,450000.0,3.0,2.0,1.0,3-sty Terrace/Link House,770.0,3,land area 
4520,23,1250000.0,7.0,6.0,0.0,3-sty Terrace/Link House,1650.0,3,land area 
4522,38,398000.0,2.0,2.0,1.0,Condominium,632.0,0,land area 
4523,20,1500000.0,4.0,4.0,0.0,Condominium (Corner),2638.0,0,built-up 
4525,41,800000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,1,land area 
4526,11,672300.0,3.0,2.0,2.0,Serviced Residence,1272.0,3,built-up 
4527,30,11900000.0,6.0,6.0,0.0,Bungalow,9619.0,1,land area 
4531,41,568000.0,3.0,2.0,2.0,Condominium,1257.0,1,built-up 
4532,30,1200000.0,4.0,3.0,0.0,Condominium,1997.0,1,built-up 
4533,42,490000.0,3.0,2.0,2.0,Condominium,1074.0,1,built-up 
4534,30,1250000.0,4.0,3.0,0.0,Condominium,2037.0,0,built-up 
4535,30,1450000.0,4.0,4.0,2.0,Condominium (Corner),3200.0,1,built-up 
4536,30,1550000.0,4.0,3.0,2.0,Condominium,2092.0,1,built-up 
4537,30,1100000.0,4.0,4.0,0.0,Condominium,2036.0,0,built-up 
4538,8,1450000.0,2.0,2.0,1.0,Condominium (Corner),946.0,0,built-up 
4539,41,458000.0,3.0,2.0,0.0,2-sty Terrace/Link House,770.0,2,land area 
4540,41,1200000.0,4.0,4.0,0.0,2.5-sty Terrace/Link House,1870.0,3,land area 
4542,42,1050000.0,5.0,4.0,0.0,3-sty Terrace/Link House,1500.0,3,land area 
4543,30,4200000.0,6.0,5.0,2.0,Semi-detached House,4600.0,1,built-up 
4544,20,830000.0,3.0,2.0,2.0,Serviced Residence,1110.0,0,built-up 
4545,17,339000.0,3.0,2.0,1.0,Condominium,956.0,1,built-up 
4546,17,298000.0,3.0,2.0,1.0,Condominium,1009.0,1,built-up 
4547,34,470000.0,2.0,2.0,2.0,Serviced Residence,1875.0,1,built-up 
4548,41,350000.0,3.0,2.0,1.0,2-sty Terrace/Link House,770.0,1,land area 
4549,17,410000.0,3.0,2.0,1.0,Condominium,1166.0,1,built-up 
4550,17,345000.0,2.0,2.0,1.0,Condominium,728.0,1,built-up 
4551,17,328000.0,3.0,2.0,1.0,Apartment,886.0,1,built-up 
4552,11,1100000.0,5.0,4.0,2.0,Condominium,1675.0,1,built-up 
4553,17,138000.0,2.0,1.0,0.0,Flat,540.0,1,built-up 
4554,30,1270000.0,4.0,3.0,2.0,Condominium,1840.0,0,built-up 
4555,30,4500000.0,6.0,5.0,2.0,Semi-detached House,4600.0,1,built-up 
4556,4,1090000.0,3.0,3.0,1.0,Condominium,2000.0,0,built-up 
4557,35,950000.0,3.0,2.0,2.0,Condominium,1350.0,1,built-up 
4558,23,798000.0,6.0,3.0,0.0,3-sty Terrace/Link House,1300.0,3,land area 
4559,30,1200000.0,4.0,3.0,0.0,Condominium,1975.0,0,built-up 
4560,30,4900000.0,6.0,6.0,4.0,Serviced Residence,5400.0,0,built-up 
4561,30,1550000.0,4.0,4.0,2.0,Condominium,3139.0,0,built-up 
4562,30,1620000.0,5.0,4.0,2.0,Condominium,2487.0,1,built-up 
4563,30,1250000.0,4.0,3.0,2.0,Condominium,1840.0,1,built-up 
4564,28,1550000.0,2.0,2.0,1.0,Condominium (Intermediate),1766.0,0,built-up 
4565,11,485000.0,4.0,2.0,1.0,Condominium,1207.0,0,built-up 
4566,23,380000.0,4.0,2.0,1.0,Condominium,952.0,3,built-up 
4567,9,675000.0,3.0,2.0,3.0,Condominium,1212.0,0,built-up 
4568,16,1780000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),2400.0,1,built-up 
4569,40,1700000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),22.0,1,land area 
4571,30,1200000.0,4.0,4.0,2.0,Condominium,2035.0,3,built-up 
4572,30,1080000.0,2.0,2.0,0.0,Serviced Residence,926.0,3,built-up 
4573,30,1830000.0,5.0,4.0,2.0,Condominium,1830.0,1,built-up 
4574,30,1350000.0,4.0,4.0,2.0,Condominium (Corner),2002.0,0,built-up 
4575,40,2150000.0,4.0,5.0,0.0,Condominium,2500.0,0,built-up 
4576,20,548000.0,2.0,2.0,1.0,Serviced Residence (Corner),785.0,1,built-up 
4578,45,520000.0,3.0,2.0,1.0,2-sty Terrace/Link House (Intermediate),770.0,2,land area 
4579,6,538500.0,3.0,2.0,0.0,Serviced Residence,1125.0,0,built-up 
4580,38,2480000.0,8.0,7.0,6.0,Condominium,5147.0,3,built-up 
4581,38,2146000.0,5.0,5.0,4.0,Condominium,4142.0,3,built-up 
4582,38,1532576.0,6.0,6.0,3.0,Condominium,2685.0,2,built-up 
4583,6,800760.0,4.0,3.0,3.0,Serviced Residence,1538.0,1,built-up 
4584,38,1431886.0,5.0,5.0,3.0,Condominium,2646.0,2,built-up 
4585,6,676775.0,4.0,3.0,2.0,Serviced Residence,1265.0,3,built-up 
4586,38,961158.0,4.0,3.0,3.0,Condominium,1923.0,2,built-up 
4587,46,7500000.0,8.0,6.0,5.0,Bungalow (Intermediate),8966.0,1,land area 
4588,11,170000.0,2.0,1.0,0.0,Flat (Intermediate),560.0,1,built-up 
4589,12,980000.0,5.0,5.0,1.0,Condominium (Corner),1830.0,1,built-up 
4590,12,1000000.0,5.0,6.0,1.0,Condominium,1830.0,1,built-up 
4591,12,1300000.0,5.0,3.0,0.0,Condominium,1895.0,3,built-up 
4592,28,1250000.0,2.0,2.0,0.0,Serviced Residence,907.0,0,built-up 
4593,11,550000.0,3.0,3.0,2.0,Condominium (Corner),1110.0,2,built-up 
4594,11,570000.0,2.0,1.0,0.0,2-sty Terrace/Link House (Corner),2378.0,1,land area 
4595,28,2600000.0,5.0,6.0,0.0,Condominium (Duplex),3502.0,1,built-up 
4596,28,5200000.0,4.0,4.0,0.0,Serviced Residence (Intermediate),3897.0,0,built-up 
4597,28,2580000.0,4.0,5.0,0.0,Serviced Residence,3282.0,1,built-up 
4598,12,1380000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),1131.0,0,built-up 
4599,28,11600000.0,5.0,5.0,3.0,Condominium (Corner),3843.0,1,built-up 
4600,28,8400000.0,5.0,5.0,2.0,Condominium (Corner),2885.0,1,built-up 
4601,28,6300000.0,4.0,4.0,2.0,Condominium (Intermediate),2271.0,1,built-up 
4602,28,6500000.0,4.0,4.0,2.0,Condominium (Corner),2013.0,1,built-up 
4603,1,5800000.0,6.0,5.0,3.0,Condominium (Corner),3950.0,0,built-up 
4604,28,2800000.0,5.0,5.0,2.0,Condominium (Corner),3218.0,1,built-up 
4605,28,2100000.0,4.0,4.0,2.0,Condominium (Corner),2315.0,1,built-up 
4606,28,9500000.0,6.0,7.0,4.0,Serviced Residence (Penthouse),7793.0,0,built-up 
4607,28,6950000.0,6.0,6.0,3.0,Condominium (Penthouse),6600.0,1,built-up 
4608,12,11000000.0,5.0,5.0,2.0,Condominium (Penthouse),6600.0,1,built-up 
4609,12,3650000.0,4.0,5.0,2.0,Condominium (Duplex),3285.0,1,built-up 
4610,12,4800000.0,4.0,5.0,2.0,Condominium (Duplex),3285.0,1,built-up 
4611,12,2200000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),1453.0,0,built-up 
4612,28,3800000.0,5.0,5.0,2.0,Condominium (Corner),3358.0,1,built-up 
4613,28,5000000.0,4.0,4.0,0.0,Serviced Residence (Corner),3897.0,0,built-up 
4614,28,3650000.0,4.0,4.0,2.0,Serviced Residence (Corner),3897.0,1,built-up 
4615,1,10260000.0,5.0,6.0,0.0,Condominium (Penthouse),7901.0,1,built-up 
4616,1,6350000.0,5.0,6.0,0.0,Condominium,4327.0,0,built-up 
4617,1,9490000.0,6.0,6.0,0.0,Condominium (Penthouse),7287.0,1,built-up 
4618,1,5000000.0,5.0,5.0,0.0,Condominium,3950.0,1,built-up 
4619,28,10000000.0,6.0,7.0,0.0,Condominium (Duplex),5640.0,1,built-up 
4620,28,5750000.0,7.0,7.0,3.0,Condominium,6500.0,1,built-up 
4621,28,3300000.0,4.0,5.0,3.0,Condominium,3800.0,1,built-up 
4622,28,7700000.0,7.0,7.0,5.0,Serviced Residence (Triplex),9332.0,0,built-up 
4623,28,3330000.0,4.0,3.0,0.0,Serviced Residence,3282.0,1,built-up 
4624,28,5600000.0,6.0,6.0,0.0,Serviced Residence (Duplex),5402.0,0,built-up 
4625,1,4000000.0,5.0,5.0,0.0,Condominium (Corner),3563.0,1,built-up 
4626,1,7230000.0,5.0,5.0,0.0,Condominium (Penthouse),5834.0,1,built-up 
4627,28,4500000.0,6.0,6.0,0.0,Condominium (Corner),5427.0,1,built-up 
4628,28,1830000.0,5.0,5.0,2.0,Condominium,2315.0,1,built-up 
4629,24,1200000.0,4.0,4.0,2.0,Condominium (Corner),1830.0,2,built-up 
4630,30,3200000.0,5.0,5.0,3.0,Condominium,3316.0,1,built-up 
4631,16,1780000.0,4.0,4.0,0.0,2-sty Terrace/Link House,1500.0,3,land area 
4633,46,2930000.0,5.0,3.0,0.0,Semi-detached House,3600.0,1,land area 
4634,30,5000000.0,6.0,5.0,2.0,Condominium (Intermediate),3950.0,0,built-up 
4635,1,2100000.0,4.0,4.0,0.0,Condominium,2240.0,1,built-up 
4636,28,4000000.0,5.0,5.0,0.0,Condominium,3800.0,1,built-up 
4637,28,2100000.0,2.0,2.0,0.0,Serviced Residence,1087.0,0,built-up 
4638,28,2480000.0,2.0,2.0,0.0,Serviced Residence,1076.0,0,built-up 
4639,28,2800000.0,2.0,2.0,0.0,Serviced Residence,1087.0,0,built-up 
4640,1,4300000.0,5.0,4.0,0.0,Condominium,3575.0,0,built-up 
4641,1,2500000.0,4.0,3.0,0.0,Condominium,2265.0,1,built-up 
4642,5,580000.0,1.0,1.0,0.0,Serviced Residence,638.0,0,built-up 
4643,1,5000000.0,5.0,5.0,0.0,Condominium,3950.0,1,built-up 
4644,1,6380000.0,5.0,5.0,0.0,Condominium,4919.0,1,built-up 
4645,1,5480000.0,5.0,5.0,0.0,Condominium,4306.0,1,built-up 
4646,1,9500000.0,5.0,5.0,0.0,Condominium,7287.0,2,built-up 
4647,1,10000000.0,5.0,6.0,0.0,Condominium (Penthouse),7825.0,1,built-up 
4648,28,3800000.0,5.0,5.0,0.0,Condominium,3358.0,1,built-up 
4649,28,2800000.0,4.0,4.0,0.0,Serviced Residence,3311.0,0,built-up 
4650,1,2453000.0,4.0,3.0,0.0,Condominium,2230.0,1,built-up 
4651,1,6350000.0,5.0,6.0,3.0,Condominium,4327.0,0,built-up 
4652,1,10267000.0,5.0,6.0,6.0,Condominium (Penthouse),7901.0,1,built-up 
4653,28,2500000.0,2.0,2.0,0.0,Serviced Residence,1076.0,1,built-up 
4654,28,6500000.0,4.0,3.0,0.0,Serviced Residence,2195.0,1,built-up 
4655,28,2900000.0,5.0,5.0,0.0,Condominium,3800.0,1,built-up 
4656,28,9388000.0,5.0,6.0,0.0,Serviced Residence,3063.0,0,built-up 
4657,28,4247000.0,3.0,3.0,0.0,Serviced Residence,1560.0,0,built-up 
4658,28,5231000.0,3.0,3.0,0.0,Serviced Residence,1743.0,0,built-up 
4659,28,4260000.0,3.0,3.0,0.0,Serviced Residence,1560.0,0,built-up 
4660,28,4657000.0,3.0,3.0,0.0,Serviced Residence,1680.0,0,built-up 
4661,28,2982000.0,2.0,2.0,0.0,Serviced Residence,1103.0,0,built-up 
4662,28,4344000.0,3.0,3.0,0.0,Serviced Residence,1604.0,0,built-up 
4663,28,3738000.0,3.0,2.0,0.0,Serviced Residence,1399.0,0,built-up 
4664,28,3264000.0,2.0,2.0,0.0,Serviced Residence,1114.0,0,built-up 
4665,28,3244000.0,2.0,2.0,0.0,Serviced Residence,1114.0,0,built-up 
4666,28,3000000.0,6.0,5.0,0.0,Condominium,3800.0,1,built-up 
4667,28,3320000.0,4.0,4.0,0.0,Serviced Residence,3282.0,1,built-up 
4668,28,5460000.0,6.0,5.0,0.0,Serviced Residence,5429.0,1,built-up 
4669,28,2480000.0,4.0,4.0,0.0,Serviced Residence,1804.0,0,built-up 
4670,28,3368000.0,4.0,3.0,0.0,Serviced Residence,3303.0,1,built-up 
4671,28,5179400.0,4.0,3.0,2.0,Serviced Residence,1786.0,0,built-up 
4672,28,3261000.0,2.0,2.0,1.0,Serviced Residence,1087.0,0,built-up 
4673,28,2500000.0,2.0,2.0,0.0,Serviced Residence,1076.0,1,built-up 
4674,30,5000000.0,6.0,5.0,2.0,Semi-detached House (Intermediate),3950.0,0,built-up 
4675,28,2050000.0,2.0,2.0,0.0,Serviced Residence,1270.0,0,built-up 
4676,0,4800000.0,5.0,4.0,0.0,Condominium,5145.0,1,built-up 
4677,0,6480000.0,5.0,5.0,0.0,Condominium,6825.0,1,built-up 
4678,0,3200000.0,4.0,4.0,0.0,Condominium,3541.0,1,built-up 
4679,0,3500000.0,4.0,4.0,0.0,Condominium,3541.0,0,built-up 
4680,1,3750000.0,4.0,3.0,0.0,Condominium,3412.0,1,built-up 
4681,28,4000000.0,4.0,5.0,0.0,Serviced Residence,3789.0,0,built-up 
4682,30,2100000.0,5.0,4.0,0.0,Condominium,2648.0,0,built-up 
4683,1,4400000.0,4.0,4.0,0.0,Condominium,4356.0,0,built-up 
4684,1,5000000.0,5.0,4.0,3.0,Condominium,3550.0,1,built-up 
4685,1,3300000.0,5.0,4.0,0.0,Condominium,3563.0,1,built-up 
4686,8,4800000.0,4.0,4.0,0.0,Serviced Residence,2405.0,0,built-up 
4687,11,1550000.0,5.0,4.0,0.0,Semi-detached House,3200.0,1,land area 
4688,38,500000.0,3.0,2.0,2.0,Condominium (Intermediate),14570.0,1,built-up 
4689,42,545000.0,3.0,2.0,2.0,Condominium (Corner),1180.0,1,land area 
4690,20,855000.0,3.0,3.0,2.0,Condominium,0.0,0,land area 
4692,28,1690000.0,4.0,3.0,1.0,Serviced Residence,0.0,1,land area 
4693,41,3900000.0,7.0,7.0,0.0,Semi-detached House,5000.0,0,land area 
4694,41,3400000.0,7.0,7.0,0.0,Semi-detached House,4800.0,0,land area 
4695,18,890000.0,5.0,5.0,2.0,Condominium (Corner),2700.0,1,built-up 
4696,24,130000.0,2.0,1.0,1.0,Flat (Intermediate),568.0,3,built-up 
4697,45,750000.0,4.0,3.0,3.0,2-sty Terrace/Link House (Intermediate),1760.0,1,land area 
4698,9,2000000.0,6.0,5.0,6.0,Semi-detached House,3400.0,1,land area 
4699,21,550000.0,4.0,2.0,1.0,Condominium,1500.0,1,built-up 
4700,41,405000.0,3.0,2.0,0.0,Condominium (Corner),0.0,1,land area 
4701,9,1250000.0,4.0,4.0,2.0,Condominium,1700.0,1,built-up 
4702,11,310000.0,2.0,2.0,0.0,Condominium (Intermediate),975.0,0,built-up 
4703,44,497000.0,2.0,2.0,1.0,Serviced Residence,715.0,1,built-up 
4704,9,455000.0,2.0,2.0,1.0,Apartment,1015.0,0,built-up 
4705,11,320000.0,2.0,2.0,1.0,Serviced Residence (Corner),650.0,3,built-up 
4706,3,399000.0,3.0,2.0,1.0,Condominium (Intermediate),1076.0,0,land area 
4707,11,380000.0,3.0,2.0,0.0,Condominium,800.0,0,built-up 
4708,9,940000.0,4.0,3.0,0.0,Condominium,1513.0,1,built-up 
4709,38,520000.0,4.0,2.0,0.0,Condominium,1450.0,1,built-up 
4710,19,440000.0,2.0,1.0,0.0,Condominium,698.0,3,built-up 
4711,38,335000.0,1.0,1.0,0.0,Serviced Residence,521.0,1,built-up 
4712,21,483000.0,3.0,2.0,0.0,Serviced Residence,858.0,3,built-up 
4713,11,530000.0,2.0,2.0,0.0,Serviced Residence,774.0,1,built-up 
4714,11,378000.0,3.0,2.0,1.0,Condominium (Intermediate),958.0,0,built-up 
4715,11,430000.0,3.0,2.0,1.0,Condominium,930.0,1,built-up 
4716,18,1100000.0,2.0,2.0,0.0,Serviced Residence,997.0,0,built-up 
4717,30,3800000.0,5.0,5.0,0.0,Condominium,4090.0,1,built-up 
4718,30,1550000.0,4.0,4.0,0.0,Condominium,2163.0,0,built-up 
4720,23,900000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1470.0,1,land area 
4721,13,7500000.0,9.0,8.0,6.0,Bungalow (Corner),9500.0,3,land area 
4722,13,7500000.0,9.0,8.0,6.0,Bungalow (Corner),9500.0,3,land area 
4723,16,2350000.0,3.0,4.0,2.0,2-sty Terrace/Link House,1800.0,0,land area 
4724,23,748000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1430.0,1,land area 
4725,23,568000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1430.0,1,land area 
4726,13,7500000.0,8.0,9.0,6.0,Bungalow (Corner),9300.0,3,land area 
4727,23,548000.0,3.0,2.0,0.0,1-sty Terrace/Link House (Intermediate),1430.0,2,land area 
4728,23,748000.0,3.0,2.0,2.0,1-sty Terrace/Link House,1430.0,1,land area 
4729,23,695000.0,3.0,2.0,0.0,1-sty Terrace/Link House (Intermediate),1500.0,1,built-up 
4730,23,640000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),1430.0,2,land area 
4731,30,2380000.0,6.0,4.0,0.0,2.5-sty Terrace/Link House (EndLot),2195.0,1,land area 
4732,40,2380000.0,6.0,4.0,0.0,2.5-sty Terrace/Link House (EndLot),2195.0,1,land area 
4733,30,3050000.0,6.0,6.0,0.0,Semi-detached House (Intermediate),3444.0,1,land area 
4734,3,410000.0,4.0,2.0,1.0,Serviced Residence (Intermediate),918.0,1,built-up 
4735,20,278000.0,3.0,2.0,0.0,Apartment (Corner),805.0,2,built-up 
